id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
22,Statue_Waving_Man_1,-3.035,0.78,-3.752,False,False,False,True,4.71543932,['TableTop|-03.10|+00.00|-03.61']
23,Shelf,-2.09100318,0.1692,0.40349862,True,False,False,False,1.31724358,
24,pillow_8,1.03691125,0.581,-0.213495046,False,False,False,True,2.181853,['Sofa|+00.78|+00.00|-00.51']
25,Remote_2,-0.3322025,0.414597243,1.08412647,False,False,False,True,1.01180243,['Ottoman|-00.58|+00.00|+01.05']
26,Floor_Lamp_8,1.71203983,0.0,0.374162555,False,True,False,False,2.86055851,
27,Painting (1),-5.0,1.626,-3.548,False,False,False,False,5.736892,
28,Fertility_Statue_1,-0.734992,1.320063,-2.723275,False,False,False,True,3.26118779,['Shelf|-00.61|+01.32|-02.83']
29,CreditCard_2,-2.10509419,0.7530838,1.218272,False,False,False,True,1.3262831,['TableTop|-02.24|+00.00|+00.76']
30,Television_8,-2.253,1.244,0.756,False,False,False,False,1.32408249,['TableTop|-02.24|+00.00|+00.76']
31,Shelf (1),-2.09100318,0.4137,0.40349862,True,False,False,False,1.19877481,
32,Chair1 (2),-2.687,0.0,-3.301,False,False,False,False,4.25504065,
33,Chair1 (3),-3.183,0.0,-2.813,False,False,False,False,4.068569,
34,Chair1,-3.501,0.0,-3.716,False,False,False,False,4.98412037,
35,Chair1 (1),-3.131,0.0,-4.418,False,False,False,False,5.43504238,
36,Vase_1,-0.428646326,1.320063,-2.7093482,False,False,False,True,3.28663588,['Shelf|-00.61|+01.32|-02.83']
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Dresser,-3.506,0.002,-5.102,True,False,False,False,3.23012447,
2,EndTable (1),-5.429,-0.005,-5.124,True,False,False,False,3.78210783,
3,ArmChair,-4.388,0.00170238316,-3.545,True,False,False,False,1.99683964,
4,Drawer,-4.0221467,0.16822353,-5.014,True,False,True,False,3.145837,
5,Drawer (3),-2.97800016,0.4764997,-5.014,True,False,True,False,3.08841825,
6,Sofa 1,-4.355,0.00170238316,-2.09,True,False,False,False,1.24536121,
7,CoffeeTable,-2.469,0.00272041583,-2.492001,True,False,False,False,1.45430112,
8,EndTable,-2.016,-0.005,-5.076,True,False,False,False,3.53383017,
9,Drawer (1),-4.0221467,0.4765,-5.014,True,False,True,False,3.088443,
10,Mirror,-3.402672,2.028718,0.000379085483,False,False,False,False,2.2975862,
11,Drawer (2),-2.97800016,0.16822353,-5.014,True,False,True,False,3.14581275,
12,Newspaper_5,-4.265,0.34,-2.164,False,False,False,True,0.9637187,['Sofa|-04.36|+00.00|-02.09']
13,Watch_2,-2.79139662,0.5815003,-2.07309985,False,False,False,True,0.7814298,['TableTop|-02.47|+00.00|-02.49']
14,Pen_3,-2.82901454,0.7034995,-4.96298361,False,False,False,True,3.04453182,['Dresser|-03.51|+00.00|-05.10']
15,Floor_Lamp_9,-4.8211,0.00170238316,-5.119,False,True,False,False,3.50503445,
16,LightSwitch9,-5.763,1.33,0.011,False,True,False,False,3.05742931,
17,Watering_Can_1,-7.99135447,0.000842951238,-4.62946272,False,False,False,True,5.282016,
18,pillow_9,-4.2824,0.4545,-1.736,False,False,False,True,0.939537466,['Sofa|-04.36|+00.00|-02.09']
19,bin_9,-0.969964266,0.00170238316,-5.05800343,True,False,False,False,4.069922,
20,CreditCard_1,-2.22419357,0.580341637,-3.04929447,False,False,False,True,1.683038,['TableTop|-02.47|+00.00|-02.49']
21,Open_Book_3,-2.60905123,0.7044524,-5.120821,False,False,False,True,3.251556,['Dresser|-03.51|+00.00|-05.10']
22,Glass_Vase_3,-4.477,0.697854638,-5.076,False,False,False,True,3.23392463,['Dresser|-03.51|+00.00|-05.10']
23,Keychain_1,-4.214479,0.311938554,-3.65453434,False,False,False,True,1.89656663,
24,Glass_Vase_2,-4.218,0.697854638,-5.046,False,False,False,True,3.13617635,['Dresser|-03.51|+00.00|-05.10']
25,Laptop_9,-2.56851029,0.580341637,-2.51465273,False,True,True,True,1.11196065,['TableTop|-02.47|+00.00|-02.49']
26,Houseplant_9,-5.629,0.4751049,-5.126,False,False,False,False,3.806226,['TableTop|-05.43|-00.01|-05.12']
27,Statue_Jacket_1,-2.02043962,0.47522217,-5.09493256,False,False,False,True,3.4569416,['TableTop|-02.02|-00.01|-05.08']
28,DecorativeBox2,-2.308,0.580341637,-2.109,True,False,False,True,1.23962116,['TableTop|-02.47|+00.00|-02.49']
29,Glass_Vase_1,-3.901,0.697854638,-5.103,False,False,False,True,3.135502,['Dresser|-03.51|+00.00|-05.10']
30,Painting,-3.373,1.801,-5.39277744,False,False,False,False,3.51198077,
31,Remote_1,-4.29292727,0.321489871,-2.66294885,False,False,False,True,1.18576634,['Sofa|-04.36|+00.00|-02.09']
32,Television_9,-0.606,1.674,-2.603,False,False,False,False,3.055118,
33,Vase_Flat_5,-2.6093955,0.580341637,-2.9428525,False,False,False,True,1.33643675,['TableTop|-02.47|+00.00|-02.49']
34,WindowLarge (1),-8.237,1.411,-1.51,False,False,False,False,4.78932571,
35,WindowLarge,-8.237035,1.411,-4.082,False,False,False,False,5.19928741,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Drawer,-0.350000024,0.5859002,4.226466,True,False,True,False,4.970462,
2,Drawer (2),-0.35,0.207999989,4.226466,True,False,True,False,5.00899649,
3,Table (1),-6.721,0.005,0.0,True,False,False,False,3.16594386,
4,Curtains,-0.089,2.461,2.112,False,False,False,False,5.165971,
5,Drawer (1),-0.35,0.5859002,3.794,True,False,True,False,4.83727646,
6,Ottaman,-1.773,0.0076,1.807,True,False,False,False,3.42059326,
7,Dresser,-0.238,0.005,4.013,True,False,False,False,5.077122,
8,Drawer (3),-2.842,0.7549999,4.16899967,True,False,True,False,2.73226118,
9,Drawer,-2.28941274,0.266373843,4.16899967,True,False,True,False,3.246791,
10,Curtains,-1.146,1.38333488,4.530149,False,False,False,False,4.382112,
11,Chair,-6.022,0.005,0.092,False,False,False,False,2.76664162,
12,Table,-4.293,0.005,0.414,True,False,False,False,2.37962246,
13,Dresser,-2.56,0.003,4.299,True,False,False,False,3.16306281,
14,Drawer (2),-2.842,0.266373843,4.16899967,True,False,True,False,2.8020227,
15,Sofa,-2.525,0.017,0.264,True,False,False,False,3.45184088,
16,Drawer (3),-0.35,0.208000064,3.794,True,False,True,False,4.87686348,
17,ArmChair,-4.385,0.008,1.396,True,False,False,False,1.55016232,
18,Drawer (1),-2.28941274,0.755,4.16899967,True,False,True,False,3.18678045,
19,DecorativeBox1,-0.293,0.8530107,3.741,True,False,False,True,4.868132,['Dresser|-00.24|+00.01|+04.01']
20,LightSwitch10,-7.0,1.363,2.606,False,True,False,False,2.05433917,
21,Watch_2,-2.99402976,1.09398544,4.12597227,False,False,False,True,2.589041,['Dresser|-02.56|+00.00|+04.30']
22,pillow_10,-1.83093882,0.597,0.222617581,False,False,False,True,3.91468358,['Sofa|-02.53|+00.02|+00.26']
23,Television_10,-2.534,1.581,4.398,False,False,False,False,3.18426061,['Dresser|-02.56|+00.00|+04.30']
24,Watering_Can_1,-0.269002,0.00389544666,2.36109829,False,False,False,True,4.818193,
25,Newspaper_3,-1.82014668,0.5136798,0.583140254,False,False,False,True,3.73356962,['Sofa|-02.53|+00.02|+00.26']
26,Keychain_1,-4.144133,0.40925324,0.427168369,False,False,False,True,2.29687881,['TableTop|-04.29|+00.01|+00.41']
27,Floor_Lamp_10,-0.2347498,0.00475524366,-0.12977922,False,True,False,False,5.516806,
28,Painting,0.0,1.5833,4.0061,False,False,False,False,5.26568174,
29,Laptop_10,-3.29246473,0.4868095,0.396124363,False,True,True,True,2.74180317,['Sofa|-02.53|+00.02|+00.26']
30,Remote_2,-4.131408,0.4331487,1.20729566,False,False,False,True,1.62754178,['ArmChair|-04.39|+00.01|+01.40']
31,Desk_Lamp_2,-6.766,0.4094502,-0.0279981848,False,True,False,False,3.12343526,['TableTop|-06.72|+00.01|+00.00']
32,bin_10,-4.11548138,0.00475524366,-0.161142588,True,False,False,False,2.94547987,
33,Painting,-3.705,1.719,4.601,False,False,False,False,2.59857535,
34,CreditCard_2,-4.314444,0.40858537,0.5791248,False,False,False,True,2.09926772,['TableTop|-04.29|+00.01|+00.41']
35,Fertility_Statue_3,-4.367695,0.40858537,0.348604053,False,False,False,True,2.29684377,['TableTop|-04.29|+00.01|+00.41']
36,WindowLarge,-0.037,1.705,2.097,False,False,False,False,5.04307127,
37,WindowLarge (1),-1.158,1.698,4.5932,False,False,False,False,4.44635868,
38,Houseplant_10,-0.287050247,0.3910216,2.11049485,False,False,False,False,4.75694847,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,TVStand,-1.96499991,-0.0032,0.564,True,False,False,False,1.72275853,
2,ArmChair (1),-1.762,0.0,-1.489,True,False,False,False,2.52201581,
3,CoffeeTable,0.168,-0.0038,0.424,True,False,False,False,1.12723625,
4,Table,3.58399987,0.0008,-1.165,True,False,False,False,4.50129271,
5,Shelf (3),-1.81599987,0.3818,0.564,True,False,False,False,1.41616356,
6,Shelf (4),-1.82499993,0.1288,0.564,True,False,False,False,1.53493071,
7,Sofa,1.41699994,-0.001,0.391,True,False,False,False,2.12140822,
8,Newspaper_2,3.32449031,0.6318855,-0.832033753,False,False,False,True,4.05875158,['TableTop|+03.58|+00.00|-01.17']
9,EndTable,1.5214,0.0,-0.6955,True,False,False,False,2.51536822,
10,Shelf (2),-0.199999973,0.870999932,1.92859983,True,False,False,False,1.46006763,
11,Shelf (3),-0.200399578,0.543036163,1.92789984,True,False,False,False,1.50226355,
12,CreditCard_1,0.379723549,0.326234519,0.7624439,False,False,False,True,1.08311808,['TableTop|+00.17|00.00|+00.42']
13,Television_11,-2.0348,1.0762,0.556,False,False,False,False,1.54578209,['TableTop|-01.97|00.00|+00.56']
14,Glass_Vase_3,3.704152,0.631654263,-1.00925469,False,False,False,True,4.47496271,['TableTop|+03.58|+00.00|-01.17']
15,Keychain_1,0.00500495732,0.169938982,1.82100236,False,False,False,True,1.59201956,['Shelf|-00.20|+00.16|+01.93']
16,LightSwitch11,2.1,1.354,-0.828,False,True,False,False,2.954453,
17,Laptop_11,3.525028,0.631654263,-1.43840861,False,True,True,True,4.475581,['TableTop|+03.58|+00.00|-01.17']
18,Houseplant_11,-0.805,0.0,-2.188,False,False,False,False,2.85134482,
19,Floor_Lamp_11,1.689,0.0,1.777,False,True,False,False,2.689656,
20,DecorativeBox2,-0.332,0.169404268,1.847,True,False,False,True,1.54203248,['Shelf|-00.20|+00.16|+01.93']
21,Drawer,1.52139974,0.6242013,-0.759,True,False,True,False,2.39744759,
22,Dog_Statue_4,0.009023741,0.8712029,1.93301964,False,False,False,True,1.521032,['Shelf|-00.20|+00.87|+01.93']
23,Shelf (1),-0.2006,0.162699521,1.92789984,True,False,False,False,1.6351223,
24,Painting,1.983,1.585,0.326,False,False,False,False,2.58136058,
25,Cellphone_4,0.0278915651,0.3269849,0.695547938,False,False,False,True,0.8039906,['TableTop|+00.17|00.00|+00.42']
26,Remote_1,1.440066,0.7002963,-0.727301836,False,False,False,True,2.30443215,['TableTop|+01.52|+00.00|-00.70']
27,pillow_11,1.43508458,0.515,-0.1256359,False,False,False,True,2.07001638,['Sofa|+01.42|00.00|+00.39']
28,bin_11,-1.89124727,0.0,-0.409207046,True,False,False,False,1.89050937,
29,Vase_3,-0.442838669,0.5417102,1.9249543,False,False,False,True,1.47066343,['Shelf|-00.20|+00.54|+01.93']
30,WindowLarge (1),2.775,1.281,-2.0185,False,False,False,False,4.14883947,
31,WindowLarge,-0.013,1.289,-2.45,False,False,False,False,3.0149982,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,SideTable,-0.29,0.035,-0.77,True,False,False,False,1.557066,
2,Shelf (1),1.8892,0.1254,-0.7291999,True,False,False,False,1.5591867,
3,ArmChair (1),2.656,0.0,1.858,True,False,False,False,2.8101244,
4,Drawer,3.867837,0.7781688,0.865,True,False,True,False,3.23793435,
5,CoffeeTable,1.591,-0.000500002352,0.446,True,False,False,False,1.31106746,
6,Sofa,1.174,0.0,1.865,True,False,False,False,2.11419034,
7,Shelf,-0.3058,0.5168,-0.7291999,True,False,False,False,1.33942342,
8,Shelf (1),-0.3058,0.1277,-0.7291999,True,False,False,False,1.49814475,
9,ArmChair,-0.27,0.0,1.87,True,False,False,False,2.312812,
10,Shelf,1.8892,0.5137,-0.7291999,True,False,False,False,1.40695047,
11,EndTable,3.947,0.0,0.865,True,False,False,False,3.432322,
12,SideTable (1),1.905,0.035,-0.77,True,False,False,False,1.63611722,
13,Floor_Lamp_12,3.60894418,0.0,2.16352344,False,True,False,False,3.69678164,
14,Newspaper_2,2.14515781,0.44243592,-0.719618142,False,False,False,True,1.63541913,['Shelf|+01.89|+00.51|-00.73']
15,Laptop_12,1.805,0.47,0.499,False,True,True,True,1.24410057,['TableTop|+01.59|00.00|+00.45']
16,Watering_Can_1,1.62122512,0.0563454553,-0.697303534,False,False,False,True,1.39953756,['Shelf|+01.89|+00.13|-00.73']
17,Tissue_Box_1,3.918,0.8708885,0.681,False,False,False,True,3.24050784,['TableTop|+03.95|+00.00|+00.87']
18,bin_12,3.83398819,0.0,-0.495194077,True,False,False,False,3.250846,
19,Keychain_1,1.50155818,0.471072078,0.5304786,False,False,False,True,1.0154233,['TableTop|+01.59|00.00|+00.45']
20,Pen_2,3.93059659,0.8765333,1.03993416,False,False,False,True,3.34637952,['TableTop|+03.95|+00.00|+00.87']
21,Dog_Statue_3,-0.08160353,0.05720465,-0.6923385,False,False,False,True,1.37218308,['Shelf|-00.31|+00.13|-00.73']
22,Boot_1,4.00566864,0.001239866,1.707024,False,False,False,True,3.78455758,
23,Television_12,1.898,1.316,-0.839,False,False,False,False,1.48123276,['TableTop|+01.91|+00.04|-00.77']
24,Pencil_5,3.89369226,0.8756161,1.17996013,False,False,False,True,3.35793853,['TableTop|+03.95|+00.00|+00.87']
25,Remote_2,1.87074792,0.319673747,1.73276973,False,False,False,True,2.14394641,['Sofa|+01.17|+00.00|+01.87']
26,Painting,4.070577,1.951,0.849,False,False,False,False,3.58462477,
27,CreditCard_2,1.40682375,0.4703799,0.653351665,False,False,False,True,1.02162552,['TableTop|+01.59|00.00|+00.45']
28,DecorativeBox3,-0.048,0.83,-0.772,True,False,False,True,1.11257756,['TableTop|-00.29|+00.04|-00.77']
29,Houseplant_12,0.388,0.830204666,-0.725756645,False,False,False,False,0.8141121,
30,WindowLarge,0.023,2.072,2.485,False,False,False,False,2.84165382,
31,WindowLarge (1),1.57,2.072,2.485,False,False,False,False,2.86685658,
32,Hand_Statue_3,-0.5323,0.443098754,-0.7381,False,False,False,True,1.54879236,['Shelf|-00.31|+00.52|-00.73']
33,pillow_12,0.6510968,0.3955,1.7089169,False,False,False,True,1.78485525,['Sofa|+01.17|+00.00|+01.87']
34,LightSwitch12,-1.39999986,1.29,1.835,False,True,False,False,2.853252,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Sofa,11.448,-0.066,3.203,True,False,False,False,3.87202621,
2,ArmChair,9.499,-0.021,3.266,True,False,False,False,3.3941505,
3,EndTable,14.616,0.00300000026,-0.777,True,False,False,False,5.252325,
4,Dresser,14.331,0.019,1.324,True,False,False,False,5.086525,
5,Drawer (6),14.1846495,0.391338766,1.048,True,False,True,False,4.827617,
6,Drawer (8),14.1846495,0.185800016,1.048,True,False,True,False,4.8537,
7,Drawer (3),14.1846495,0.391338766,1.5598,True,False,True,False,4.963926,
8,Drawer (1),14.1846495,0.597000062,2.073529,True,False,True,False,5.13215446,
9,Drawer (7),14.1846495,0.597000062,1.048,True,False,True,False,4.81017542,
10,Drawer (9),14.1846495,0.391338766,0.5352,True,False,True,False,4.74278641,
11,Drawer (4),14.1846495,0.597000062,1.5598,True,False,True,False,4.94696474,
12,WickerChair (1),8.155,0.0,1.5,False,False,False,False,2.20775127,
13,Table,12.30837,0.007,-1.155,True,False,False,False,3.16599345,
14,Drawer (5),14.1846495,0.185800016,1.5598,True,False,True,False,4.98929644,
15,WickerArmChair,8.232,0.0,0.77,True,False,False,False,1.73662412,
16,Drawer (11),14.1846495,0.185800016,0.5352,True,False,True,False,4.76933336,
17,CoffeeTable,10.82387,0.013,0.947371,True,False,False,False,1.8552568,
18,WickerArmChair (1),8.225,0.0,-0.082,True,False,False,False,1.564445,
19,Drawer (10),14.1846495,0.597000062,0.5352,True,False,True,False,4.725032,
20,Drawer,14.1846495,0.391338766,2.073529,True,False,True,False,5.14850569,
21,EndTable,11.378,0.003,-1.16,True,False,False,False,2.38374019,
22,Drawer (2),14.1846495,0.185800016,2.073529,True,False,True,False,5.172971,
23,DecorativeBox1,10.3307848,0.5823944,1.084146,True,False,False,True,1.40294993,['TableTop|+10.82|+00.01|+00.95']
24,Floor_Lamp_13,7.86401558,0.00185248256,3.396572,False,True,False,False,3.87620258,
25,bin_13,7.78574276,0.00185248256,-1.14575624,True,False,False,False,2.250163,
26,Open_Book_1,12.1512089,0.6058728,-1.10159433,False,False,False,True,2.88628054,['TableTop|+12.31|+00.01|-01.16']
27,CreditCard_1,11.48463,0.5823944,1.20299339,False,False,False,True,2.34278464,['TableTop|+10.82|+00.01|+00.95']
28,Keychain_1,14.0773468,0.7483473,2.25054622,False,False,False,True,5.10303164,['Dresser|+14.33|+00.02|+01.32']
29,Painting,7.49228334,1.835,-0.495,False,False,False,False,2.26822686,
30,Painting (1),7.492,1.835,2.792,False,False,False,False,3.56317687,
31,Television_13,14.451,1.235,0.926,False,False,False,False,5.047792,['Dresser|+14.33|+00.02|+01.32']
32,pillow_13,12.0487576,0.52,3.22808361,False,False,False,True,4.13077068,['Sofa|+11.45|-00.07|+03.20']
33,Statue_Jacket_1,10.9096193,0.582511663,0.986131966,False,False,False,True,1.7498858,['TableTop|+10.82|+00.01|+00.95']
34,LightSwitch13,12.9792833,1.399,3.767284,False,True,False,False,5.152087,
35,Painting,7.492,1.779,1.116,False,False,False,False,2.45869,
36,Painting (2),14.764,1.754,1.126,False,False,False,False,5.44995642,
37,Laptop_13,14.24,0.747655,2.067,False,True,True,True,5.17341,['Dresser|+14.33|+00.02|+01.32']
38,Remote_1,12.5256662,0.6009805,-1.10325027,False,False,False,True,3.23464727,['TableTop|+12.31|+00.01|-01.16']
39,Watch_1,14.5737524,0.5117017,-0.6594302,False,False,False,True,5.131356,['TableTop|+14.62|+00.00|-00.78']
40,Houseplant_13,11.374,0.481,-1.143,False,False,False,False,2.23523641,['TableTop|+11.38|+00.00|-01.16']
41,WindowLarge (1),12.029,1.688,-1.595,False,False,False,False,3.09133077,
42,WindowLarge,10.228,1.688,-1.59468532,False,False,False,False,1.92079759,
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Curtains,-2.82700014,2.473,0.04,False,False,False,False,2.90765762,
2,ArmChair,-4.447,0.001,6.45,True,False,False,False,5.07535,
3,Curtains,-2.185,2.473,0.04,False,False,False,False,2.73564768,
4,Curtains,-0.046,2.475,2.6332,False,False,False,False,2.33818626,
5,SideTable,-0.594,0.0166,0.842,True,False,False,False,2.03364849,
6,CoffeeTable,-2.64803481,0.0187,4.058023,True,False,False,False,2.21100616,
7,Sofa,-2.494,0.033,0.725,True,False,False,False,1.91486561,
8,Sofa (1),-4.3606,0.033,2.9298,True,False,False,False,2.83987856,
9,Vase_Flat_3,-0.473373383,0.27104,5.422853,False,False,False,True,3.48116255,['Shelf|-00.40|+00.27|+05.96']
10,Desk_Lamp_12,-0.4512445,0.6082047,0.693215847,False,True,False,False,2.05130053,['TableTop|-00.59|+00.02|+00.84']
11,Watering_Can_1,-0.4312995,0.270275623,5.147342,False,False,False,True,3.24904227,['Shelf|-00.40|+00.27|+05.96']
12,Newspaper_4,-4.31332731,0.556636751,3.50198913,False,False,False,True,2.87584352,['Sofa|-04.36|+00.03|+02.93']
13,Glass_Vase_3,-0.58591187,1.4528048,6.43442059,False,False,False,True,4.37583,['Shelf|-00.39|+01.45|+05.95']
14,Shelf,-0.392,1.453,5.954,True,False,False,False,3.98087931,
15,Shelf,-0.398,0.271,5.962,True,False,False,False,4.003576,
16,Keychain_1,-0.743452966,0.60889703,1.0687902,False,False,False,True,1.58286214,['TableTop|-00.59|+00.02|+00.84']
17,pillow_14,-1.57868218,0.608,0.667186558,False,False,False,True,1.62242627,['Sofa|-02.49|+00.03|+00.73']
18,Television_14,-0.75,1.661,3.936,False,False,False,False,2.09547734,
19,bin_14,-0.515058756,0.019441098,2.82199574,True,False,False,False,1.63219416,
20,Statue_Waving_Man_1,-0.4613188,0.270949334,5.703547,False,False,False,True,3.74293,['Shelf|-00.40|+00.27|+05.96']
21,Remote_2,-2.949,0.4428963,4.691,False,False,False,True,2.76118255,['TableTop|-02.65|+00.02|+04.06']
22,Painting,-2.67,1.574,7.001,False,False,False,False,4.88318968,
23,CreditCard_2,-2.77050972,0.4421473,3.74959373,False,False,False,True,1.87589586,['TableTop|-02.65|+00.02|+04.06']
24,Dog_Statue_1,-0.525,1.45307183,5.351,False,False,False,True,3.376466,['Shelf|-00.39|+01.45|+05.95']
25,DecorativeBox3,-0.4762751,0.270625,6.623765,True,False,False,True,4.601571,['Shelf|-00.40|+00.27|+05.96']
26,Fertility_Statue_3,-0.5987849,1.45268047,6.79437828,False,False,False,True,4.718045,['Shelf|-00.39|+01.45|+05.95']
27,LightSwitch14,-5.0,1.247,5.858,False,True,False,False,4.866909,
28,Laptop_14,-4.342,0.523209631,2.224,False,True,True,True,2.62239051,['Sofa|-04.36|+00.03|+02.93']
29,WindowLarge (1),-1.374,1.566,0.008,False,False,False,False,2.36319447,
30,WindowLarge,-0.014,1.568,1.497,False,False,False,False,2.00000978,
31,WindowLarge (2),-3.726,1.566,0.008,False,False,False,False,3.0574317,
32,Floor_Lamp_14,-4.514,0.019441098,0.664,False,True,False,False,3.31162953,
33,Houseplant_14,-2.659,0.442,4.166,False,False,False,False,2.173992,['TableTop|-02.65|+00.02|+04.06']
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,CoffeeTable (1),-5.556,0.0195,6.835,True,False,False,False,4.09751749,
2,Mirror,-1.308802,0.02235365,0.19708,False,False,False,False,4.931334,
3,CoffeeTable,-2.492,0.0195,4.044,True,False,False,False,1.39042664,
4,EndTable (1),-0.586,-0.001,5.979,True,False,False,False,1.94208419,
5,Chair (1),-3.539,0.0,2.008,True,False,False,False,3.4831934,
6,EndTable,-0.586,-0.001,2.002,True,False,False,False,3.43529534,
7,Sofa,-0.773,-0.006891221,3.91542673,True,False,False,False,1.8725239,
8,Chair,-2.269,0.0,1.956,True,False,False,False,3.18596125,
9,DecorativeBox1,-3.522029,1.27139068,7.15185928,True,False,False,True,2.661608,['Shelf|-02.87|+01.27|+07.19']
10,Vase_Flat_3,-5.92148542,0.8719544,3.9867,False,False,False,True,4.050392,['Shelf|-05.96|+00.87|+04.35']
11,Desk_Lamp_6,-0.600663841,0.7902774,1.95596313,False,True,False,False,3.35210276,['TableTop|-00.59|00.00|+02.00']
12,Desk_Lamp_6 (1),-0.5939686,0.7902468,6.02296829,False,True,False,False,1.74232185,['TableTop|-00.59|00.00|+05.98']
13,Vase_Tall_3,-5.9209075,0.4427954,4.915141,False,False,False,True,3.948518,['Shelf|-05.96|+00.44|+04.35']
14,Newspaper_2,-3.44575524,0.443462849,7.182689,False,False,False,True,2.65778255,['Shelf|-02.87|+00.44|+07.19']
15,Floor_Lamp_15,-4.615,0.000138938427,0.315,False,True,False,False,5.44051933,
16,Laptop_15,-2.44793439,0.5250819,4.05562544,False,True,True,True,1.11081374,['TableTop|-02.49|+00.02|+04.04']
17,Watering_Can_1,-2.228863,0.137257189,7.107189,False,False,False,True,2.25302887,['Shelf|-02.87|+00.14|+07.19']
18,Television_15,-5.641,1.015,6.95,False,False,False,False,4.13186932,['TableTop|-05.56|+00.02|+06.84']
19,Vase_Flat_1,-5.90969944,0.8716302,4.924823,False,False,False,True,3.91053343,['Shelf|-05.96|+00.87|+04.35']
20,CreditCard_1,-2.534818,0.5250819,3.56134963,False,False,False,True,1.58024156,['TableTop|-02.49|+00.02|+04.04']
21,Glass_Vase_3,-5.903661,1.27094221,4.98896646,False,False,False,True,3.92115355,['Shelf|-05.96|+01.27|+04.35']
22,Shelf (6),-5.95835,0.8717789,4.349991,True,False,False,False,4.011472,
23,Shelf (5),-5.95835,1.27157891,4.349991,True,False,False,False,4.02843332,
24,Shelf (2),-2.866,0.4445789,7.185,True,False,False,False,2.39429069,
25,Shelf (7),-5.95835,0.4445789,4.349991,True,False,False,False,4.03726339,
26,Shelf (3),-2.866,0.138578892,7.185,True,False,False,False,2.470967,
27,Shelf (4),-5.95835,0.138578892,4.349991,True,False,False,False,4.083203,
28,Shelf,-2.866,1.27157891,7.185,True,False,False,False,2.37937117,
29,Shelf (1),-2.866,0.8717789,7.185,True,False,False,False,2.35054088,
30,Keychain_1,-0.553484142,0.788905144,2.44566059,False,False,False,True,2.93762732,['TableTop|-00.59|00.00|+02.00']
31,Vase_Tall_1,-5.92075539,0.44298327,4.37154055,False,False,False,True,3.9971478,['Shelf|-05.96|+00.44|+04.35']
32,LightSwitch15,-4.419,1.279,0.0,False,True,False,False,5.567256,
33,Glass_Vase_2,-5.91002131,0.4431793,3.8042078,False,False,False,True,4.114354,['Shelf|-05.96|+00.44|+04.35']
34,Dog_Statue_3,-2.71644449,0.4429399,7.115967,False,False,False,True,2.28047228,['Shelf|-02.87|+00.44|+07.19']
35,Painting (1),0.0,1.661,4.451,False,False,False,False,2.20879841,
36,Painting,0.0,1.661,3.415,False,False,False,False,2.66263318,
37,pillow_15,-0.7562302,0.542,4.79368448,False,False,False,True,1.31091952,['Sofa|-00.77|-00.01|+03.92']
38,Glass_Vase_1,-5.8670845,1.27138352,3.71202612,False,False,False,True,4.09271336,['Shelf|-05.96|+01.27|+04.35']
39,Stone_Statue_3,-2.18683481,1.36633408,7.17789936,False,False,False,True,2.23485112,['Shelf|-02.87|+01.27|+07.19']
40,Fertility_Statue_3,-2.696574,1.27110529,7.103425,False,False,False,True,2.246439,['Shelf|-02.87|+01.27|+07.19']
41,Remote_1,-2.35035062,0.5267856,4.49328,False,False,False,True,0.7208681,['TableTop|-02.49|+00.02|+04.04']
42,Watch_1,-2.74086642,0.525277734,4.20865726,False,False,False,True,1.147335,['TableTop|-02.49|+00.02|+04.04']
43,Houseplant_15,-5.87972546,1.27110553,4.515936,False,False,False,False,3.9272716,['Shelf|-05.96|+01.27|+04.35']
44,bin_15,-5.689637,0.000138938427,0.2428751,True,False,False,False,6.08731937,
45,WindowLarge,-6.28742552,1.673,2.179,False,False,False,False,5.189974,
46,Hand_Statue_3,-5.854704,1.27215016,4.07492638,False,False,False,True,3.98147631,['Shelf|-05.96|+01.27|+04.35']
47,Statue_Waving_Man_2,-3.12859082,1.27132893,7.13932848,False,False,False,True,2.44693375,['Shelf|-02.87|+01.27|+07.19']
id,name,x,y,z,receptacle,toggleable,openable,pickupable,distance,parentReceptacles
1,Sofa,0.057,0.0,-1.387,True,False,False,False,2.639473,
2,Drawer,-0.158150077,0.732750058,1.03260016,True,False,True,False,2.11824965,
3,Drawer,1.5765,0.5169,-1.46100008,True,False,True,False,3.88244843,
4,ArmChair,-1.833,0.0,-1.35,True,False,False,False,1.63162148,
5,EndTable,1.582,-0.001,-1.489,True,False,False,False,3.98264337,
6,Table,-3.941,0.0,0.257,True,False,False,False,2.15530252,
7,EndTable,1.103,0.0,1.118,True,False,False,False,3.419113,
8,Drawer (1),-1.023,0.732750058,1.03260016,True,False,True,False,1.43146777,
